Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
Data Analyst,Onsurity Technologies ,3 - 5 years,"₹ 8,00,000 - 12,00,000 P.A. ",Bangalore/Bengaluru,Miscellaneous,"Full Time, Permanent",Alteryx
"Operations Analyst, ML Data Management",NETRADYNE,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer visionOperations AnalystNoSQLPDFData managementAnalyticalMachine learningSQLPythonRecruitment
Data Analyst,Times Internet Limited,2 - 5 years,Not Disclosed,Noida,Internet,"Full Time, Permanent",B2B MarketingManagement ReportingExcelGoogle AnalyticsComscoreWritten CommunicationSocial MediaData AnalysisData AnalyticsExternal Communications
Data Engineer - Python/scala/java,Catalyst,5 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",DataLakeJavaDesign PatternsScalaData WarehousesData ManagementBig DataOLAPSQLData ScienceNoSQLData WarehousingETLDBPython
Data Analyst,"Quotient, Inc.",1 - 3 years,Not Disclosed,Bengaluru,IT Services & Consulting,"Full Time, Permanent",Product managementComputer sciencePublishingData managementAnalyticalHTMLData miningDistribution networkconsumer goodsSQL
Data Analyst,47 Billion Information Technologies Private Limited,2 - 5 years,Not Disclosed,Indore,IT Services & Consulting,"Full Time, Permanent",data cleansingQuality Assurance AnalystReport generationmetadatabig data analyticsData Analystdata integrityManagementTroubleshootingData mining
Principal Engineer - Data Engg,Target Corporation India Pvt Ltd,10 - 15 years,Not Disclosed,Bangalore/Bengaluru,Retail,"Full Time, Permanent",Data ScienceJavaRelational SqlData PipelineScalaC + +Data StructuresBig DataSparkPython
Data Analyst,Servian,1 - 6 years,Not Disclosed,Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data analysisManager Quality AssuranceData modelingMaster data managementAnalyticalConsultingdata governancePresalesData structuresSQL
Associate Cloud Data Engineer,Boeing,5 - 8 years,Not Disclosed,Bangalore/Bengaluru,Defence & Aerospace,"Full Time, Permanent",Data TransformationBig Data AnalyticsExcelAeronauticalData ManagementData AnalysisTableauSparkETLSQL
Data Analyst,Bloom Consulting Services,2 - 5 years,Not Disclosed,Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Data analysisData validationData managementData modelingConsultingQlikViewVBData miningMacrosReporting tools
Reference Data Analyst,Deutsche Bank,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",LoansCareer developmentdata servicesData managementAnalyticalData qualityInvestment bankingOperationsDownstreamSQL
Field Data Analyst (FDA),Cyient Limited,3 - 6 years,Not Disclosed,Hyderabad,IT Services & Consulting,"Full Time, Permanent",Product engineeringApplication engineeringExcelReliability engineeringData analyticsData AnalystManagementData miningMonitoring
Data Analyst,Unusual Hire,1 - 4 years,Not Disclosed,Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer scienceAdministration managementData analysismetadataProcess improvementData collectionData AnalystData analyticsManagementRecruitment
Sr . Data Analyst,"Zscaler, Inc.",3 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer ScienceBig DataTableauData AnalyticsPythonSqlSecurity Services
"Need Data Analyst (MBA Finance)- Luthra Group, Surat Corporate Office",Luthra Group LLP,4 - 7 years,"₹ 3,75,000 - 7,00,000 P.A. ",Surat,Water Treatment / Waste Management,"Full Time, Permanent",Mba FinanceCostingData ManagementData AnalysisBudgeting
"Senior Analyst, Data Analytics",Wirewebs Digital Solutions,3 - 6 years,Not Disclosed,Ahmedabad,IT Services & Consulting,"Full Time, Permanent",SQL queriesAnalystData analysisData modelingProcess improvementProgrammingData analyticsOraclePythondata profiling
Data Analyst,CUREFIT HEALTHCARE PRIVATE LIMITED.,2 - 4 years,Not Disclosed,Bangalore/Bengaluru( HSR Layout ),Internet,"Full Time, Permanent",MySQLData AnalysisData VisualizationData AnalyticsMySQL Database Administration
Data Science Engineer - Python/rdbms,Okda Solutions,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceVisualizationAPI IntegrationjQuerysoftware developmentRDBMSdata manipulationData ManagementJavascriptPython
Data Analyst,iScientific TechSolutions Labs,1 - 4 years,Not Disclosed,Hyderabad,Telecom / ISP,"Full Time, Permanent",advanced analyticsTechnical writingMySQLData analyticsData Analystdata visualizationData miningAnalyticsSQL
Marketing Data Governance & Insights Analyst - B2B,National Instruments India Pvt Ltd,6 - 11 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer scienceCareer developmentData managementBusiness analysisMarketing operationsBusiness intelligenceOperationsMonitoringSQLSalesforce
Big Data Analyst,ECS,3 - 6 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",Middle managementECSArchitecturebig data analyticsManager Technologybig data analystprofessional servicesOperationsSLASSupervision
Data Analyst - Python,Suyati Technologies Pvt Ltd,4 - 6 years,Not Disclosed,"Kochi/Cochin, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Secondary DataExcelProcess ImprovementData CollectionData AnalystData AnalyticsStatisticsStatistical AnalysisStatistical TechniquesStatistical Packages
Data Analyst,Thrillophilia,0 - 3 years,Not Disclosed,Jaipur,Internet,"Full Time, Permanent",Business objectsPDFDatabase designProcess improvementData collectionData AnalystData analyticsData miningSQLPython
Data Analyst,InsideView Technologies (India) Pvt Ltd.,1 - 4 years,Not Disclosed,Remote,IT Services & Consulting,"Full Time, Permanent",Data QualitySasProblem SolvingData MiningData VisualizationData AnalystData AnalyticsStatistical AnalysisPythonSql
Consultant / Senior Consultant - Data Analyst (SQL & Python),jobpoint india,3 - 8 years,Not Disclosed,Gurgaon,Recruitment / Staffing,"Full Time, Permanent",BfsiConsultingBankingProgrammingData AnalystData analyticsSQLPython
Data Analyst - EdTech,TalentStack,2 - 6 years,Not Disclosed,Bangalore/Bengaluru,E-Learning / EdTech,"Full Time, Permanent",Data AnalystData AnalyticsAnalyticsSQLPython
Stanza Living || Data Analyst,Stanza Living,1 - 5 years,"₹ 7,00,000 - 13,00,000 P.A. ",Delhi / NCR,Real Estate,"Full Time, Permanent",Data AnalysisAdvanced ExcelData AnalyticsAnalyticsSQLPython
Big Data Engineering Analyst DataBeat,DataBeat,2 - 7 years,Not Disclosed,Hyderabad/Secunderabad,BPO / Call Centre,"Full Time, Permanent",AutomationData analysisData managementNetworkingData modelingData qualitybig dataYARNAnalyticsEngineering Analyst
Data Analyst,Stones2Milestones Edu Services Private Limited,1 - 3 years,"₹ 6,00,000 - 7,00,000 P.A. ",Gurgaon/Gurugram,Education / Training,"Full Time, Permanent",AirflowVisualizationPower BiTableauSQL DBAAnalyticsSQLEdutechDBTData AnalysisSparkData CleaningData AnalyticsPythonStakeholder Management
Data Analyst,Stalwart Management Consulting,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,Recruitment / Staffing,"Full Time, Permanent",Data analysisData managementDatabase designTrade financeAnalyticalManagement consultingBusiness intelligenceAnalyticsSQLPython
Data Analyst,Macquarie Global Services,4 - 6 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",EconomicsOilPower BiFinanceMs OfficeData ManagementOperationsFixed IncomePythonRecruitment
Data Engineer - Python/Spark/Big Data,Huquo Consulting Pvt. Ltd,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data SciencePysparkHiveBig Data AnalyticsData EngineeringHadoopSparkNumpyPythonSQL
Data Analyst - GAP,Infobahn Softworld Inc.,3 - 7 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",AdministrationSupply chain managementExcelData managementAnalyticalAgileInventory managementData AnalystSQLPython
ESG Data Junior Analyst,Institutional Shareholder Services Inc.,0 - 1 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Root cause analysisBusiness researchAnalyticalData collectionISSData analyticsMS OfficeSolid waste managementJunior Data AnalystData interpretation
Data Analyst,Diverse Lynx,1 - 5 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",Master data managementData AnalystInvestment bankingbig dataData warehousingAnalyticsSQL
Lead Data Scientist - Analyst,ExecBoardinAsia,5 - 10 years,Not Disclosed,Mumbai,Recruitment / Staffing,"Full Time, Permanent",AnalystManager TechnologyWorkflowData analyticsResearch
Sustainability Data Analyst,Frontlobe Insights,1 - 2 years,Not Disclosed,"Bhopal, Gurgaon",Management Consulting,"Full Time, Permanent",Analytical skillsData analysisResearch InternInternbig data analyticsResearchSustainable development
Data Visualisation Analyst,PULSUS Group,3 - 5 years,Not Disclosed,Hyderabad,Printing & Publishing,"Full Time, Permanent",Data analysisAutomationPDFData managementPharmaAnalyticalHealthcareQlikViewDigital marketingOperations
Executive Data Analyst,Gokaldas Exports Ltd,0 - 3 years,Not Disclosed,Bangalore/Bengaluru,Import & Export,"Full Time, Permanent",ExcelExport HouseData ManagementData AnalysisDashboardsMerchandisingManufacturing Process
Data Analyst,Oportun Inc,3 - 6 years,Not Disclosed,Chennai,Banking,"Full Time, Permanent",LoansData managementData modelingAgileWorkflowdata visualizationFinancial servicesMonitoringSQLPython
"Data Analyst,Pan India",VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,3 - 5 years,Not Disclosed,Remote,IT Services & Consulting,"Full Time, Permanent",Supply chainAutomationPurchaseConstruction equipmentData AnalystData analyticsAgile methodologyBusiness strategyAutomotive
Master Data Management Analyst (Night Shift),Hitachi Ltd.,3 - 5 years,Not Disclosed,Pune,Consumer Electronics & Appliances,"Full Time, Permanent",Data analysisdata securityAnalyticaldata governanceCustomer supportData qualityOracle financialsTroubleshootingCRMBusiness operations
Opportunity For Senior Data Analyst-Internal Audit !,Logitech Engineering and Designs India Pvt Ltd,3 - 5 years,Not Disclosed,Chennai,Consumer Electronics & Appliances,"Full Time, Permanent",SOX ComplianceInternal AuditMS SQLExcelFinanceData AnalysisData ExtractionTableauData AnalyticsOperations AuditRisk ManagementAuditing
Manager - Recruitment & Data Analyst,Busisol Sourcing India Pvt Ltd,8 - 10 years,Not Disclosed,Bellary/Ballari,Recruitment / Staffing,"Full Time, Permanent",information systemPayrollNetworkingLegal complianceTalent acquisitionStaffingHRISHRDeputy General Manager Hrdata privacy
Tech Operations Analyst-Data Management Governance,Ameriprise,2 - 4 years,Not Disclosed,Noida,Banking,"Full Time, Permanent",UnixOperations AnalystData analysisChange managementData managementConfiguration managementProblem managementAsset managementMacrosAuditing
Data Analyst,Seven Consultancy,3 - 6 years,Not Disclosed,Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Lead generationInhouse salesManager PresalesManager TechnologySoftware salesData analyticsInside salesAccount planningPresales LeadSales account
Urgent requirement For Data Analyst,Anvil Wealth Management Pvt Ltd.   ,2 - 5 years,Not Disclosed,Mumbai (All Areas),Financial Services,"Full Time, Permanent",Mba FinanceExcel DashboardsData ManagementData AnalysisData ExtractionPowerpoint
Sr. Data Analyst I - Reference Data and Master Data Management,AXA XL,0 - 5 years,Not Disclosed,Bangalore East,Insurance,"Full Time, Permanent",Sr. Data Analyst I  Reference Data and Master Data Management
Associate - Data Governance Analyst,	Morgan Stanley Advantage Services,2 - 5 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Investment BankingFinancial ServicesComplianceTechnologyData ManagementNatural Language ProcessingMachine LearningInvestment ManagementDeep LearningMarket Manipulation
Data Analyst,Imperial Training & Consulting,0 - 2 years,Not Disclosed,"Noida, Greater Noida",Recruitment / Staffing,"Full Time, Permanent",Lead generationData analysisData managementData AnalystData miningData extractiondata profiling
Lead Data Support Analyst,Oceaneering International Services Limited,1 - 2 years,Not Disclosed,Chandigarh,Ports & Shipping,"Full Time, Permanent",Product managementAdministrationDue diligenceData conversionData managementJavascriptVisioMS OfficeAdobeContinuous improvement
Data Analyst,Milestone Job Consultancy Services,1 - 4 years,Not Disclosed,Raipur,Recruitment / Staffing,"Full Time, Permanent",Data analysisStaffingConsultingCorporateData analyticsData Analyst
"Analyst, Data Operations",Third Bridge,2 - 6 years,Not Disclosed,Mumbai,Management Consulting,"Full Time, Permanent",AnalystmetadataProvident fundData managementManagement consultingMedical insuranceMS OfficePrivate equityEquity FundsQuality management
"Senior Analyst , Data Analytics",Final Quadrant Solutions Ltd,10 - 12 years,Not Disclosed,amod,Internet,"Full Time, Permanent",OutboundPublic relationsProduct engineeringAnalyticalBillingPHPInformation retrievalCustomer supportAnalyticsSQL
Analyst - Data Management and Data Quality,Institutional Shareholder Services Inc.,2 - 3 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Manager Quality AssuranceCorporate actionsCapital IQData managementBloombergData collectionData qualityAnalyticsAuditingData architecture
Analyst - Data Quality Analysis,Institutional Shareholder Services Inc.,2 - 3 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",MS SQLManager Quality AssuranceData managementTesting toolsProject managementAnalyticalPLSQLRegression testingData qualityData architecture
Data Management Associate/ Data Management Analyst,Morningstar,2 - 5 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",ExcelData managementdata management associateAnalyticalReconciliationBack Office AssociateBack officeManagementTroubleshootingPortfolio management
Hiring :: Analyst (Data Intake) :: Gurgaon,UnitedLex BPO Private Limited,1 - 4 years,Not Disclosed,Gurgaon/Gurugram,Legal,"Full Time, Permanent",TypingClerical WorkLegal ServicesData ManagementComputerAdvanced ExcelData Entry
ETL Developer (Data and Reporting Analyst),TeamPlus Staffing Solution Pvt Ltd,5 - 10 years,Not Disclosed,"Delhi, Bengaluru",Recruitment / Staffing,"Full Time, Permanent",AutomationPrototypeData managementScrumSSISBusiness intelligencemicrosoftStakeholder managementOperationsSQL
Data Management Associate/ Data Management Analyst,AdviserLogic,1 - 3 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",ExcelData managementdata management associateAnalyticalReconciliationBack Office AssociateBack officeManagementTroubleshootingPortfolio management
Senior Analyst - Data Services,RF Managed Services India Pvt Ltd,3 - 5 years,Not Disclosed,Chennai,Management Consulting,"Full Time, Permanent",ERPData conversionManaged servicesData managementRFBusiness process improvementMISProcess improvementOutsourcingMacros
Data Governance Analyst,Unifrax,3 - 7 years,Not Disclosed,Mumbai,Building Material,"Full Time, Permanent",remediationMS SQLBackendExcelMaster data managementProcess improvementdata governanceData qualitySSISAnalytics
ETL Developer ( Data and Reporting Analyst) ,TeamPlus Staffing Solution Pvt Ltd,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",AutomationPrototypeData managementScrumSSISBusiness intelligencemicrosoftStakeholder managementOperationsSQL
Lead Analyst - Data Management,FMC Technologies India Pvt Ltd,5 - 8 years,Not Disclosed,New Delhi,Oil & Gas,"Full Time, Permanent",TrainingExcelEmployee Data ManagementQueue ManagementQuality CheckProcess ImprovementHR OperationsMS Office
Senior Data Scientist,ORMAE LLP,4 - 9 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Deep learningRdata scienceapplied statisticsPythonSQLpredictive analysis
Data Scientist,VIAPROM Analytics,3 - 5 years,Not Disclosed,Chennai,Banking,"Full Time, Permanent",Data ScienceHiveHadoopRegressionData MiningPythonSQL
Data Scientist,Allegis Services India Pvt. Ltd.,4 - 8 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Data ScienceMachine LearningPython
Data Analyst - Machine Learning/ Python,Finxera,2 - 4 years,Not Disclosed,Chandigarh,IT Services & Consulting,"Full Time, Permanent",Business IntelligenceData VisualizationData AnalystData WarehousingMachine LearningPythonSQL
DATA ENGINEER,McAfee Software (India) Pvt. Ltd,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",data scienceGCPArtificial IntelligenceDiversity and InclusionMachine learningCloudData qualityResearchbig dataPython
Lead Data Scientist,Fractal Analytics,5 - 9 years,Not Disclosed,Mumbai,Management Consulting,"Full Time, Permanent",Data ScienceBusiness SolutionsNlpData ScientistImage ProcessingTime SeriesMachine LearningDeep LearningAnalyticsPython
