Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
Senior Data Scientist,MyITBridge,6 - 11 years,"₹ 20,00,000 - 35,00,000 P.A. ","Kochi/Cochin, Coimbatore, Trivandrum/Thiruvananthapuram",IT Services & Consulting,"Full Time, Permanent",TensorflowdataArtificial IntelligenceAIBig DataMachine LearningStatisticsData SciencePytorchSklearnData ScientistData AnalysisStatistical ModelingStatistical AnalysisPythonML
People Analytics - Data Analyst,Marvell India Pvt Ltd,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Electronic Components / Semiconductors,"Full Time, Permanent",SemiconductorTalent acquisitionIntellectual propertyInfrastructurepower biData AnalystTalent managementOperationsAnalyticsAutomotive
Data Scientist,Huquo Consulting Pvt. Ltd,3 - 8 years,Not Disclosed,"Gurgaon/Gurugram, Delhi NCR",Banking,"Full Time, Permanent",Data ScienceNLPData ScientistData ManagementData VisualizationMachine LearningSQLPython
Data Analyst,	Morgan Stanley Advantage Services,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Data QualityWealth ManagementInvestment BankingSasData ManagementData AnalysisEtlSql QueriesPythonData Integration
Data Scientist - Google Cloud Platform,Humanace,3 - 8 years,Not Disclosed,India,IT Services & Consulting,"Full Time, Permanent",TensorflowData ScienceNLPData ScientistGoogle Cloud PlatformStatistical ModelingData MiningData AnalyticsMachine Learning
Data Scientist - Google Cloud Platform,Humanace,3 - 8 years,Not Disclosed,India,IT Services & Consulting,"Full Time, Permanent",Data ScienceNLPData ScientistGoogle Cloud PlatformStatistical ModelingData MiningData AnalyticsMachine LearningTensorFlow
Data Analyst,Macquarie Global Services,2 - 5 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",CompliancePower BiTechnologyBusiness ImprovementOperational RiskBusiness OperationsAsset ManagementData AnalystHuman ResourcesRecruitment
B3-Financial Data Analyst,GLOBAL ENGLISH INDIA PRIVATE LIMITED,4 - 7 years,Not Disclosed,Noida,Education / Training,"Full Time, Permanent",Financial Data Analyst
MIS Analyst,Geometrics Space Structures Private Limited,2 - 5 years,"₹ 2,00,000 - 3,00,000 P.A. ",Coimbatore,Analytics / KPO / Research,"Full Time, Permanent",Business IntelligenceProject ManagementMISData ManagementData AnalysisData ExtractionBusiness DevelopmentData AnalyticsMIS ReportingBusiness AnalysisData Integration
Sr Data Analyst,Target Corporation India Pvt Ltd,6 - 11 years,Not Disclosed,Bangalore/Bengaluru,Retail,"Full Time, Permanent",Business IntelligenceRProblem SolvingData AnalysisData AnalyticsStatistical AnalysisSupply Chain OperationsPythonSqlTalent Acquisition
Senior Analyst - Data Analytics,United Airlines Business Services Pvt. Ltd.,4 - 7 years,Not Disclosed,Gurgaon/Gurugram,Analytics / KPO / Research,"Full Time, Permanent",Predictive ModelingData AnalyticsPredictive Analytics
Senior Analyst,Novartis Healthcare Pvt. Ltd.,3 - 5 years,Not Disclosed,Hyderabad/Secunderabad,Pharmaceutical & Life Sciences,"Full Time, Permanent",Data ScienceProcess DocumentationNlpNatural Language ProcessingStatistical ModelingData MiningAdvanced ExcelMachine LearningDeep LearningPython
Business Analyst - Analytics Consulting | Tiger Analytics |,Tiger Analytics India LLP,1 - 3 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Business IntelligencePower BiArtificial IntelligenceTableauMarketing AnalyticsModelingMachine LearningAnalyticssqlBusiness AnalysisData ScienceconsultantAdvanced AnalyticsConsultingData VisualizationQlikViewPython
Principal Data Scientist,Walmart Labs,7 - 12 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",deep learningStatistical modelingdata scienceWeb analyticsNeural networksMachine learningbig dataPrincipalSQLPython
Data Scientist,All Response Media,2 - 6 years,Not Disclosed,Hyderabad/Secunderabad,Advertising & Marketing,"Full Time, Permanent",Data ScienceRDecision TreeData ScientistNeural NetworksData VisualizationMachine LearningPythonSqlComputer Languages
Data Scientist,G2 Crowd,2 - 4 years,Not Disclosed,Bangalore/Bengaluru,Management Consulting,"Full Time, Permanent",Data ScienceProduct ManagementAlgorithmsData ScientistNatural Language ProcessingUser ExperienceMachine LearningPython
Sr. Data Scientist,AGILISIUM CONSULTING INDIA PRIVATE LIMITED,7 - 12 years,Not Disclosed,"Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data ScienceMachine LearningDeep Learning
Data Scientist,Technovert Solutions Pvt. Ltd.,2 - 5 years,"₹ 5,00,000 - 15,00,000 P.A. ","Hyderabad/Secunderabad, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",TensorflowAzureArtificial IntelligenceNeural NetworksMachine LearningDeep LearningPandaPytorchData ScienceArtificial Neural Networksazure mlKerasAWSPythonaws machine learning
Data Scientist - Python/r,Catalyst,2 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data ScienceRData ScientistData Managementproduct developmentPythonSQL
Data Engineer,Object Technology Solutions India Pvt. Ltd,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceJavaGITClouderaHadoopBig DataVersion ControlSparkMachine LearningPython
Data & Business Analyst (Remote/Work from Home),AINE Info Tech Pvt Ltd,0 - 2 years,"₹ 3,50,000 - 8,00,000 P.A. ",Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Predictive ModelingBusiness IntelligenceBusiness AnalyticsPower BiData MiningData CleansingAdvanced ExcelTableauBusiness AnalysisSQLData AnalysisData VisualizationData Analytics
Senior Data Operations Analyst,DUN & BRADSTREET TECHNOLOGY AND CORPORATE SERVICES INDIA LLP,6 - 9 years,Not Disclosed,Mumbai,Software Product,"Full Time, Permanent",RData AnalysisData MiningGoogle AdWordsData VisualizationTableauData AnalyticsPythonSQL
Data Analyst,AINE Info Tech Pvt Ltd,0 - 2 years,"₹ 3,00,000 - 6,50,000 P.A. ",Delhi / NCR,IT Services & Consulting,"Full Time, Permanent",Predictive ModelingBusiness IntelligenceBusiness AnalyticsPower BiData MiningData CleansingAdvanced ExcelTableauBusiness AnalysisSQLData AnalysisData VisualizationData Analytics
Lead Data Scientist / Artificial Intelligence Scientist,Excelledia Digital Innovations Pvt Ltd,6 - 10 years,"₹ 1,00,000 - 2,50,000 P.A. ",Kochi/Cochin,Software Product,"Full Time, Permanent",Data ScienceArtificial IntelligenceMachine Learning
Manager - Data Analyst,Macquarie Global Services,4 - 7 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",CompliancePower BiBusiness AnalystBusiness ImprovementOperational RiskBusiness OperationsHuman ResourcesRecruitment
Senior Data Analyst - CRM,GO-JEK India,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Product StrategyBusiness IntelligenceCustomer RelationshipRCustomer ExperienceDigital MarketingMachine LearningStatistical AnalysisPythonSql
Business and Data Analyst,Qubit AI,1 - 3 years,Not Disclosed,Hyderabad,IT Services & Consulting,"Full Time, Permanent",Supply chainSolution architectureSANFrenchData managementAnalyticalHealthcareData AnalystBusiness intelligenceAdvertising
Data Research Analyst,Morningstar,0 - 3 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Operations ManagerManager Quality AssuranceData managementAnalyticalEquityGAAPIFRSOperationsBalance SheetRecruitment
Program Manager - Data Analyst,Microsoft Corporation,4 - 9 years,Not Disclosed,Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer scienceCustomer acquisitionData analysisInterpersonal skillsSASAnalyticalpower biData AnalystmicrosoftSQL
Data analyst,Agreeya,3 - 6 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",Computer scienceAnalyticalConsultingData analyticsFMCGdata visualizationOracleRisk managementTeradataAnalytics
Urgently looking For Business/Data Analyst - Females Only,AnarockPropertyConsultantPrivateLimited,1 - 5 years,"₹ 2,00,000 - 4,50,000 P.A. ",Noida,Real Estate,"Full Time, Permanent",Pivot TableData ValidationExcelBusiness AnalyticsMISVLOOKUPData AnalysisConditional FormattingChartsData AnalyticsBusiness Analysis
Data & Analytics Analyst,NatWest Group,1 - 2 years,Not Disclosed,Delhi / NCR,Banking,"Full Time, Permanent",Data ExtractionData AnalyticsBusiness Analysis
Data Analyst,SKILL-LYNC,2 - 5 years,Not Disclosed,Chennai,Education / Training,"Full Time, Permanent",Business IntelligenceExecutive LeadershipLife CycleExcelData AnalysisData VisualizationData AnalystData AnalyticsSql
Data Analyst,Magenta Power Pvt Ltd,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Power,"Full Time, Permanent",Secondary DataSasDatabase Design DevelopmentBusiness Data AnalystData Collection SystemsData MiningProcess ImprovementInformation ManagementData AnalyticsReport Writing
Philips : Data Analyst,Philips India Limited,4 - 9 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Data AnalysisPythonSQL
Manager - Data Analyst,Netomi,5 - 6 years,Not Disclosed,Gurgaon/Gurugram,Internet,"Full Time, Permanent",TrainingData analysisArtificial IntelligenceData AnalystCustomer serviceManagementStrategy developmentPythonperformance measurementTesting
Situs AMC Is Hiring For Senior Data Analyst,SITUSAMC INDIA PRIVATE LIMITED,2 - 7 years,Not Disclosed,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Real Estate,"Full Time, Permanent",Business Intelligence ToolsCommercial Real EstateData Analysis
Data Analyst,vConstruct Private Limited,1 - 3 years,Not Disclosed,Pune,Engineering & Construction,"Full Time, Permanent",Data ValidationRData AnalysisMS SQL ServerData ModelingDashboardsData AnalyticsPythonBusiness AnalysisAnalytics Reporting
Manager - Data Analyst,Msg.ai,3 - 8 years,Not Disclosed,Gurgaon/Gurugram,Internet,"Full Time, Permanent",TrainingData analysisArtificial IntelligenceData AnalystCustomer serviceManagementStrategy developmentPythonperformance measurementTesting
Senior Data Research Analyst,AdviserLogic,2 - 5 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",Data analysisManager Quality AssuranceCorporate actionsFixed incomeAnalyticalData Research AnalystData collectionMarket researchMonitoringSQL
Data Analyst- Immediate Joiner,YPay,3 - 6 years,Not Disclosed,"Noida, Delhi / NCR",FinTech / Payments,"Full Time, Permanent",database design developmentBusiness data analystdata analyst
Required Data Analyst Immediate Joiner on Contract,TeamLease Services Ltd.,1 - 5 years,"₹ 2,00,000 - 4,50,000 P.A. ",Pune,Recruitment / Staffing,"Full Time, Temporary/Contractual",ERPVBAData AnalysisData CleansingAdvanced ExcelSQLCRM
Data Scientist - NLP/Deep Learning,Talpro,1 - 4 years,Not Disclosed,Mumbai,IT Services & Consulting,"Full Time, Permanent",Data ScienceTensorflowOpen SourceNLPData ScientistData ManagementAlgorithmDeep LearningData Structure
Data Scientist For Gurgaon,Career Trackers and Consulting ,4 - 9 years,Not Disclosed,Gurgaon/Gurugram,Automobile,"Full Time, Permanent",Machine LearningData ScientistPython
Data Analyst,Decimal Technologies Pvt Ltd.,1 - 3 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",VisualizationProduct ManagementComputer ScienceData AnalysisData AnalystTableauData AnalyticsSqlInterpersonal Skills
Senior Data Analyst,Kwalee ltd.,5 - 10 years,Not Disclosed,Bangalore/Bengaluru,Gaming,"Full Time, Permanent",Data AnalysisPythonSQL
Manager - PLCS - Growth,Bajaj Finserv,2 - 5 years,Not Disclosed,Ranchi,Banking,"Full Time, Permanent",unica campaignPromotional campaignsProject developmentData analysisData managementCampaign managementProcess improvementMonitoringCRMData extraction
ML/DS Engineer,Amdocs Development Center India Pvt. Ltd.,2 - 5 years,Not Disclosed,Pune,Telecom / ISP,"Full Time, Permanent",Computer scienceData analysisdata sciencedevopsData collectionCustomer handlingData analyticsCustomer experiencemicrosoftAmdocs
Data Science Engineer - Python/RDBMS,Okda Solutions,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceVisualizationAPI IntegrationjQueryRDBMSData ScientistData ManagementJavaScriptPython
Data Science Engineer - Python/ RDBMS,Okda Solutions,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceVisualizationAPI IntegrationjQueryRDBMSData ScientistData ManagementJavascriptPython
Data Analyst / Business Analyst,Right Step Consulting,2 - 3 years,Not Disclosed,Gurgaon,Recruitment / Staffing,"Full Time, Permanent",Data dictionaryExcelData managementBusiness AnalystData AnalystMS OfficeBusiness intelligenceSoftware servicesSQLQuality management
Staff Engineer - Big Data Engineer,seagatetec,1 - 5 years,Not Disclosed,Pune,Analytics / KPO / Research,"Full Time, Permanent",Data ScienceCloud ServicesScalaHadoopAdvanced AnalyticsBig DataData EngineerSpark MlMachine LearningPython
Data Engineer,Infinx Services Pvt Ltd,2 - 7 years,"₹ 5,00,000 - 10,00,000 P.A. ",Bangalore/Bengaluru,BPO / Call Centre,"Full Time, Permanent",Big DataStatistical Analysis
Data/Business Analyst,TrueCover,2 - 6 years,Not Disclosed,Bengaluru,Insurance,"Full Time, Permanent",Analytical skillsData analysisVisual BasicExcelBusiness AnalystConsultingData analyticsTroubleshootingMacrosSQL
Data Engineer(SQLExpert)- Immediate Joiner - Permanent WFH,Pracemo Global Solution Private Limited,3 - 8 years,"₹ 6,00,000 - 15,00,000 P.A. ",Nagpur,IT Services & Consulting,"Full Time, Permanent",Google AnalyticsSSRSRDL
Data Analyst,Enzen Global Solutions,3 - 7 years,Not Disclosed,Bangalore/Bengaluru,Management Consulting,"Full Time, Permanent",ExcelMs OfficeBiPl / SqlData AnalystData AnalyticsPython
Big Data Analyst ,CereSight,3 - 8 years,Not Disclosed,India,Analytics / KPO / Research,"Full Time, Permanent",Computer scienceNoSQLcassandraDatabase managementData processingbig data analystMongoDBcouchdbHBasedatabase development
Senior Data Analyst - Mumbai,HUDL INDIA PRIVATE LIMITED ,2 - 7 years,"₹ 12,00,000 - 18,00,000 P.A. ",Mumbai,IT Services & Consulting,"Full Time, Permanent",JavaC++Business AnalyticsData ManagementProgrammingData AnalystAnalyticsSQLAnalystRData ScientistSenior Data AnalystData AnalysisProject ManagerPython
Sr Operations Research Analyst,Target Corporation India Pvt Ltd,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Retail,"Full Time, Permanent",Data ScienceRBig DataMachine LearningSupply ChainPythonSqlMarketing
Lead Data Analyst - Mumbai,HUDL INDIA PRIVATE LIMITED ,8 - 13 years,"₹ 18,00,000 - 30,00,000 P.A. ",Mumbai,IT Services & Consulting,"Full Time, Permanent",JavaData ManagementProgrammingModeling dataTableauAnalyticsSQLRData ScientistLead Data AnalystlookerData Analysisbusiness logicAnalyzing datadesigning modelsdata solutionsVisualizing dataPython
Engineer - Data science,Valeo India Pvt Ltd,2 - 4 years,Not Disclosed,Chennai,Automobile,"Full Time, Permanent",Data ScienceRPower BiTime Series AnalysisData MiningData VisualizationText MiningMachine LearningStatistical AnalysisSql
Senior/ Lead Data Scientist,Superior Group,6 - 10 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",advanced analyticsdata scienceAnalyticalSCALAHadoopLeadTeradataPredictive analyticsSQLPython
Hiring For Data Analyst @ Bangalore contract role,PERSOLKELLY INDIA PRIVATE LIMITED   ,1 - 4 years,"₹ 1,25,000 - 6,00,000 P.A. ",Bangalore/Bengaluru,Pharmaceutical & Life Sciences,"Full Time, Temporary/Contractual",Time ManagementExcel PowerpointData ManagementData ExtractionData MiningLife SciencesCommunication SkillsWritten CommunicationPharmaData AnalysisManagement SkillsQualitative ResearchQuantitativeClient SolutionsData AnalyticsPrimary Market Research
Marketing Data Analyst  Data Visualization & Reporting Analytics,marrina decisions,2 - 5 years,Not Disclosed,"Remote India,home office",Advertising & Marketing,"Full Time, Permanent",ClaimsData managementCodingConsultingData AnalystTroubleshootingAnalyticsData entryCRMSQL
Business Analyst,ITC Infotech India Ltd,2 - 4 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Supply chainBusiness consultingSalesdata scienceBusiness AnalystBusiness analyticsmodel developmentMentorPredictive analyticsAnalytics
Data Analyst,iHackers Inc,1 - 3 years,Not Disclosed,New Delhi,IT Services & Consulting,"Full Time, Permanent",Communication SkillsSasData ScientistData AnalysisData AnalystData CollectionData Analytics
"Data Analyst with Python, ETL and Azure",QUALSYS TECHNOLOGIES PRIVATE LIMITED,7 - 12 years,"₹ 15,00,000 - 30,00,000 P.A. ",Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Temporary/Contractual",Data AnalysisData AnalyticsPython
Data Analyst,Wolters Kluwer Financial Services,5 - 8 years,Not Disclosed,Chennai,Accounting / Auditing,"Full Time, Permanent",Computer scienceData managementDiagnosticsDatabase designHealthcarepower biData miningBusiness intelligenceInformation technologyData architecture
Data Analyst,EnergyTech Ventures,2 - 5 years,Not Disclosed,Kolkata,Power,"Full Time, Permanent",Managed servicesExcelProcess improvementData collectionHTTPData analyticsData AnalystPowerpointAnalyticsPython
Data Analyst,Jaytech ,3 - 5 years,Not Disclosed,Hyderabad/Secunderabad,Recruitment / Staffing,"Full Time, Permanent",RExcelOracle SQLSegmentationData AnalysisData MiningData VisualizationTableauData AnalyticsPython
Data Analyst,Federation of Indo Israeli Chambers of Commerce,3 - 5 years,Not Disclosed,Mysore/Mysuru,Education / Training,"Full Time, Permanent",ExcelMicrosoft Power BiOperations ResearchData AnalysisData CollectionLookupPivotData AnalyticsStatisticsSQL
data analyst,Talent Zone Consultant,2 - 8 years,Not Disclosed,Bangalore/Bengaluru,Recruitment / Staffing,"Full Time, Permanent",Computer scienceData analysisData managementMachine learningbusiness rulesData qualityBusiness intelligenceData miningForecastingPython
Data Analyst,Cheil India,9 - 14 years,Not Disclosed,Gurgaon/Gurugram,Advertising & Marketing,"Full Time, Permanent",pythonTableauanalyst
Data Analyst,	Morgan Stanley Advantage Services,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Financial ServicesInvestment BankingBusiness AnalystData ManagementData AnalysisTableauData WarehousingAgile DevelopmentData GovernanceSql
Sr Analyst Data Reptg&Business Analytics,Empower Retirement,2 - 6 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Analytical skillsAnalystAutomationmetadataSAS SQLWealth managementBusiness analyticsProgrammingBusiness intelligenceAnalytics
Data Analyst For Text / Sentiment Analysis,FUTURLYTIC PRIVATE LIMITED,0 - 1 years,"₹ 4,50,000 - 6,50,000 P.A. ",Bangalore/Bengaluru( Hebbal Kempapura ),IT Services & Consulting,"Full Time, Permanent",Query WritingText AnalyticsSprinklr
Digital & Data Analyst Auditor,Option Us,5 - 10 years,Not Disclosed,Pune( Viman Nagar ),Industrial Equipment / Machinery,"Full Time, Permanent",External AuditData AnalysisBig4Data AnalyticsAuditing
Sales Productivity Analyst - Data Analytics & Management,Gartner,2 - 3 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",Career developmentAutomationSalesSales operationsAnalyticalManagement consultingData qualityData analyticsSQLData extraction
Big Data Engineering Analyst,DataBeat,2 - 7 years,Not Disclosed,Hyderabad/Secunderabad,BPO / Call Centre,"Full Time, Permanent",Data analysisAutomationData managementData modelingHadoopData qualitybig dataYARNAnalyticsEngineering Analyst
Senior Data Analyst,Gaussian Networks Private Limited,3 - 5 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",Gaming,"Full Time, Permanent",Python
Senior Data Analyst,National Entrepreneurship Network,7 - 10 years,Not Disclosed,"New Delhi, Delhi / NCR",IT Services & Consulting,"Full Time, Permanent",Government LiaisonBusiness IntelligenceData QualityBusiness AnalyticsData AnalysisData VisualizationBusiness Process ModelingTableauData AnalyticsGovernment RelationsBusiness AnalysisSQL
"Data Analyst

SAS+Alteryx",Podium Systems,4 - 9 years,Not Disclosed,"Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data QualitySASData AnalysisBig DataData ModelingData CleaningData AnalyticsETLData GovernancePython
Data Analyst,United Airlines Business Services Private Limited,2 - 4 years,Not Disclosed,Gurgaon/Gurugram,IT Services & Consulting,"Full Time, Permanent",SpotfireInternal AuditPower BiAlteryxData ExtractionTeradata SQLData AnalystAuditingSQLProject ManagementData VisualizationDashboardsData ModelingData AnalyticsPython
Business/Data Analyst - Colleague Experience & Technology,Vmware,3 - 8 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer scienceVMwareBusiness objectsData managementConsultingMachine learningDBMSData miningSQLPython
Business Data Analyst,Emerson Innovation Center,5 - 10 years,Not Disclosed,Chandigarh,Engineering & Construction,"Full Time, Permanent",Process designData analysisData managementAnalyticalProcess controlData qualitydata integrityBusiness solutionsMonitoring
"Senior Data Analyst - Hyderabad, TG",Optum Global Solutions (India) Private Limited,4 - 8 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",JenkinsHiveNoSQLHadoopHDFSMaster Data ManagementBig DataSQL Queriesdata architectureETLData warehousingHBase
Product Data Analyst / Specialist,HyreFox Consultants Pvt Ltd,2 - 7 years,Not Disclosed,Jaipur,Recruitment / Staffing,"Full Time, Permanent",Communication SkillsVisual BasicVbaData AnalysisAdvanced ExcelMacrosSqlPython
Sr. Data Informatics Analyst - Slack,Salesforce,4 - 8 years,Not Disclosed,Hyderabad/Secunderabad,Film / Music / Entertainment,"Full Time, Permanent",SANData analysisPerformance managementBusiness analyticsSalesforce.comCustomer engagementSQLBusiness operationsSalesforcePython
Data Analyst,Morgan Stanley Advantage Services Pvt. Ltd.,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,Banking,"Full Time, Permanent",Strategic SourcingProcess DocumentationFinanceMs OfficeCost ManagementData AnalysisMarket Data AnalystGlobal Market
MIS Analyst/ Data Analyst,KOZENT TEC PRIVATE LIMITED ,2 - 6 years,Not Disclosed,Noida( Sector-2 Noida ),BPO / Call Centre,"Full Time, Permanent",VLOOKUPAdvanced ExcelHLOOKUP
Executive / AM - Data Business Analyst,Macquarie Global Services,3 - 4 years,Not Disclosed,Gurgaon/Gurugram,Banking,"Full Time, Permanent",Mba FinanceData QualityFinancial ServicesBusiness AnalystTechnologyData ManagementManagementProject PlanningRisk ManagementStakeholder Management
Data Analyst - MIS,Swific Technology Pvt. Ltd.,2 - 4 years,Not Disclosed,Remote,IT Services & Consulting,"Full Time, Permanent",ExcelTablesMobile PhonesData AnalystWork FromUndergraduateMarketing
Alteryx Data Analyst,dotsolved,5 - 10 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",IT servicesAnalystERPAutomationAviationConsultingHealthcareFinancial servicesalteryxCRM
Business Data Analyst,U A BRANDS INTERNATIONAL PVT LTD,2 - 4 years,Not Disclosed,Pune( Wakad ),IT Services & Consulting,"Full Time, Permanent",Data Analysis
Data Analyst- MIS,NEW LEAF RETAIL TECHNOLOGIES PRIVATE LIMITED ,1 - 6 years,Not Disclosed,Kolkata,Retail,"Full Time, Permanent",Growth ConsultingRoot Cause AnalysisBudgetary ControlMIS DevelopmentProfitability AnalysisSwot AnalysisVariance AnalysisPreventive ActionStatisticsMIS ReportingExcelSales ForecastingData AnalysisCost PlanningTrend AnalysisDemand Analysis
Senior Analyst - Machine Learning/deep Learning,Confidential,3 - 5 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai",IT Services & Consulting,"Full Time, Permanent",Data ScienceData ManagementStatistical ModelingSystem AnalystMachine LearningAlgorithmDeep LearningPython
Lead Data Analyst,Ingram Micro,4 - 7 years,Not Disclosed,Chennai,IT Services & Consulting,"Full Time, Permanent",System testingProduction supportData managementBusiness analysisCodingUnit testingTroubleshootingSQLPythonLogistics
IT Data Analyst,Exxon Mobil Corporation,6 - 11 years,Not Disclosed,Bengaluru,Power,"Full Time, Permanent",Computer scienceBackendTicketingData managementConsultingSSRSWindowsSSISMonitoringSQL
Senior Data Engineer,Optum Global Solutions (India) Private Limited,5 - 7 years,Not Disclosed,Hyderabad/Secunderabad,IT Services & Consulting,"Full Time, Permanent",Data ScienceUnixJavaHiveSCALABig DataKafkaMachine LearningHBaseSQL
Senior Data Analyst,Xtrastaff,3 - 6 years,Not Disclosed,Kochi/Cochin,IT Services & Consulting,"Full Time, Permanent",Business IntelligenceData StructuresTableauData AnalyticsAws
Reference Data Analyst,Deutsche Bank,2 - 5 years,Not Disclosed,Jaipur,Banking,"Full Time, Permanent",Career developmentTax AnalystDue diligenceRisk assessmentDiversity and InclusionAnti money launderingData AnalystManagementTraining and DevelopmentKYC Analyst
Data Analyst,ImmaculateBites Private Limited,2 - 5 years,Not Disclosed,Mumbai (All Areas),FMCG,"Full Time, Permanent",Data AnalysisAdvanced Excel
Data Analyst,AceNet,6 - 8 years,Not Disclosed,"Chennai, Bengaluru",Management Consulting,"Full Time, Permanent",Data analysisData managementAnalyticalSocial mediaBankingData qualityInvestment bankingProject deliveryFinancial servicesReporting tools
Senior Analyst - Data & Analytics/Spend Data Analysis background,Acme Services,2 - 5 years,"₹ 3,00,000 - 5,50,000 P.A. ","Hyderabad/Secunderabad, Mumbai (All Areas)",Analytics / KPO / Research,"Full Time, Permanent",Spend AnalysisAI modelArtificial IntelligenceClient ServicingData ExtractionDataAPIData Analyticsspend data analysisSpend Management
Data Analyst,Vixplor Analytics,1 - 5 years,Not Disclosed,Kolkata,IT Services & Consulting,"Full Time, Permanent",Computer scienceAnalyticalData collectionPackagingData analyticsMathematicsData AnalystInformation technologyStatistics
Data Analyst HR Data Analytics - Opportunities ,STRING REAL ESTATE INFORMATION SERVICES,2 - 6 years,Not Disclosed,Mumbai,Real Estate,"Full Time, Permanent",AutomationExcelHRISProcess improvementAnalyticalData collectionData qualitydata integrityData analyticsHR
Data Analyst,Utkarsh Small Finance Bank,5 - 8 years,Not Disclosed,Mumbai,Banking,"Full Time, Permanent",Process improvementData collectionData analyticsData AnalystManager Quality ControlManagementMonitoring
Data Engineer 1,Kinara Financial Private Limited,1 - 6 years,Not Disclosed,Bangalore/Bengaluru,Education / Training,"Full Time, Permanent",Data ScienceHiveHadoopBig DataData EngineerData MiningSparkData WarehousingAwsPython
Senior Data Analyst,InsideView Technologies (India) Pvt Ltd.,5 - 8 years,Not Disclosed,remote,IT Services & Consulting,"Full Time, Permanent",Data QualitySasProblem SolvingData MiningData VisualizationData AnalystData AnalyticsStatistical AnalysisSqlPython
"Data Analyst,Pan India",Unacademy,1 - 4 years,Not Disclosed,remote,Education / Training,"Full Time, Permanent",Communication SkillsSchoolTeachersData ManagementComputer ScienceData AnalystKey MetricsPythonMarketingSql
Data Analyst - Technology,Vayaa Systems,1 - 3 years,Not Disclosed,Hyderabad,IT Services & Consulting,"Full Time, Permanent",MS SQLtableauExcelHadoopManager TechnologyData AnalystData analyticsdata visualizationbig dataBusiness Executive
Looking For Content Writer and Data Analyst @ ITM Navi Mumbai,ITM Edutech (India) Limited,1 - 6 years,"₹ 1,00,000 - 4,00,000 P.A. ",Navi Mumbai,Education / Training,"Full Time, Permanent",BloggerContent CreationBlogsSocial MediaData ManagementCampaignsBlog WritingContent WritingData QualityCreative WritingContent AnalysisContent EditingData AnalysisSEMData AnalyticsFacebookSocial Media Advertising
Pre-Sales Analyst,CredAvenue,1 - 3 years,Not Disclosed,Chennai,Financial Services,"Full Time, Permanent",Analytical skillsSIDEProduct engineeringCustomer service orientationdata scienceBfsiTechnical salesPresalesFinancial servicesDebt market
